fen,value
5rk1/B2qbppp/3p1n2/3Pp3/1p6/1Q3P2/PPR1B1PP/1KR5 b - - 0 23,-0.7363687637736096
5rk1/2R1bppp/3p1n2/q2Pp3/1p6/1Q3P2/PP2B1PP/1KR5 w - - 2 25,0.8226626734905335
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.0897577847471601
rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 2 2,0.0024999947916796877
rnbqk2r/ppppppbp/5np1/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 2 4,0.08727737447415772
rnbqk2r/pp1pppbp/2p2np1/8/2P1P3/2N2NP1/PP1P1P1P/R1BQKB1R b KQkq - 0 5,-0.02749306980470986
rnbq1rk1/pp2ppbp/2pp1np1/8/2P1P3/2N2NP1/PP1P1PBP/R1BQK2R w KQ - 2 7,0.11202778108923989
rnbq1rk1/pp2ppbp/3p1np1/2p5/2PPP3/2N2NP1/PP3PBP/R1BQ1RK1 b - - 0 8,-0.12927258360605834
r1bq1rk1/pp2ppbp/2np1np1/8/2PNP3/2N3P1/PP3PBP/R1BQ1RK1 w - - 1 10,0.10955847021442953
r1bq1rk1/p3ppbp/2pp1np1/4P3/2P5/2N3P1/PP3PBP/R1BQ1RK1 b - - 0 11,-0.10955847021442953
1rbq1rk1/p3ppbp/2B2np1/4p3/2P5/2N3P1/PP3P1P/R1BQ1RK1 w - - 1 13,0.17080913825893015
1rbr2k1/p3ppbp/2B2np1/3Np3/2P5/6P1/PP3P1P/R1B2RK1 b - - 1 14,0.03997868031116357
1rbr1k2/p3Npbp/2B1pnp1/4p3/2P5/6P1/PP3P1P/R1B2RK1 w - - 2 16,0.16838104587081473
2rr1k2/p4pbp/4pnp1/1B2p3/2P5/6P1/PP3P1P/R1B2RK1 b - - 1 17,-0.10955847021442953
2r2k2/5pbp/p2rpnp1/1B2p3/2P5/1P4P1/P4P1P/R1B2RK1 w - - 0 19,0.797788791179091
2r2k2/5pbp/3Bpnp1/1p2p3/2P5/1P4P1/P4P1P/R4RK1 b - - 0 20,-0.8489831921189297
2r1k3/5pbp/3Bp1p1/1P2p3/4n3/1P4P1/P4P1P/R4RK1 w - - 1 22,0.8396541756543754
4k3/5pbp/3Bp1p1/1P2p3/P3n3/1P4P1/2r2P1P/3R1RK1 b - - 0 23,-0.8374278407728539
5k2/5p1p/4p1p1/1P2p3/P3n3/1P4P1/2r2P1P/3R1RK1 w - - 0 25,0.8752282972400112
5k2/5p1p/1P2p1p1/2n1p3/PP6/6P1/2r2P1P/3R1RK1 b - - 0 26,-0.9154204563159324
2r2k2/1n3p1p/1P2p1p1/P3p3/1P6/6P1/5P1P/3R1RK1 w - - 1 28,0.9408037916417217
2rR1k2/5p1p/PP2p1p1/4p3/1P6/6P1/5P1P/5RK1 b - - 0 29,-0.9483375229506719
3r4/1P2kp1p/P3p1p1/4p3/1P6/6P1/5P1P/5RK1 w - - 1 31,0.9650721590620807
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.08479588154870199
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,-0.09471523628617855
rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,0.23549574953849794
rnb1kbnr/pp2pppp/2p5/q7/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 1 5,-0.21413397614340715
rn2kbnr/pp3ppp/2p1p3/q7/2BP2b1/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 7,0.1586485042974989
rn2kb1r/pp3ppp/2p1pn2/q7/2BP2b1/2N2N1P/PPP2PP1/R1BQ1RK1 b kq - 0 8,-0.14643954535966971
rn2kb1r/ppq2ppp/2p1pn2/7b/2BP4/2N2N1P/PPPB1PP1/R2Q1RK1 w kq - 3 10,0.12927258360605834
rn2k2r/ppq2ppp/2pbpn2/7b/2BPN3/5N1P/PPPB1PP1/R2QR1K1 b kq - 6 11,0.019997333759930933
rn2k2r/ppq2ppp/2pbp1b1/8/2BPR3/5N1P/PPPB1PP1/R2Q2K1 w kq - 1 13,0.09966799462495582
r3k2r/ppqn1ppp/2pbp1b1/6N1/2BP4/7P/PPPB1PP1/R2QR1K1 b kq - 4 14,0.03748243175707047
r4rk1/ppqn1pp1/2pbB1bp/6N1/3P4/7P/PPPB1PP1/R2QR1K1 w - - 0 16,0.05494460868918742
r4rk1/pp1q1pp1/2pb2bp/8/3PN3/7P/PPPB1PP1/R2QR1K1 b - - 1 17,0.012499348999020865
r3r1k1/ppbq1pp1/2p3bp/8/3PN3/2B4P/PPP2PP1/R2QR1K1 w - - 4 19,-0.062418746747512514
r3r1k1/ppb2pp1/2pq2bp/2N5/3P4/2B3PP/PPP2P2/R2QR1K1 b - - 0 20,0.03498571533277944
r5k1/p1b2pp1/1ppq2bp/8/3P4/2BN2PP/PPP2P2/R2Qr1K1 w - - 0 22,-0.06739767086580163
4r1k1/p1b2pp1/1ppq2bp/8/3P4/2BN2PP/PPP2P2/R2Q2K1 b - - 2 23,0.10955847021442953
4r1k1/p1b2pp1/1pp4p/3q4/3P4/2BQ2PP/PPP2P2/R5K1 w - - 1 25,0.23076751278236432
6k1/p1b2pp1/1pp1r2p/3q4/3P4/1PBQ2PP/P1P2P2/3R2K1 b - - 2 26,-0.2798321934754683
6k1/p1b2p2/1pp2rpp/3q4/3P4/1PBQ2PP/P1P2P2/4R1K1 w - - 0 28,0.5388261224574971
6k1/p1b2p2/1pp3pp/3q4/3P4/1P1QRrPP/PBP2P2/6K1 b - - 3 29,-0.5716699660851172
6k1/p1b2p2/1ppq2pp/5r2/2PP4/1P1QR1PP/PB3P2/6K1 w - - 1 31,0.8411229016320433
6k1/p1bq1p2/1pp3pp/3P1r2/2P5/1P2R1PP/PB2QP2/6K1 b - - 2 32,-0.7818063576087741
4R3/p1bq1k2/1pp2ppp/3P1r2/2P5/1P4PP/PB2QP2/6K1 w - - 2 34,0.7768989196342072
4R3/p1bq2k1/1pp2ppp/3P1r2/2P5/1P4PP/PB2QP2/6K1 b - - 5 35,-0.5682943783549709
8/p2q2k1/1pp3pp/3Ppr2/2P5/1P4PP/PB2QP2/6K1 w - - 0 37,0.6059522288123076
6k1/p2q4/1ppP2pp/4Br2/2P5/1P4PP/P3QP2/6K1 b - - 0 38,-0.20217575769673954
8/p4k2/1ppPq1pp/4Br2/2P2P2/1P4PP/P3Q3/6K1 w - - 1 40,0.7759059228860193
8/p2q1k2/1ppP2pp/4Br2/2P1QPP1/1P5P/P7/6K1 b - - 0 41,-0.7818063576087741
8/p2q4/1ppP1kpp/8/2P1QPP1/1P5P/P7/6K1 w - - 0 43,0.8110192620996813
8/p2q1k2/1ppP2pp/4Q3/2P2PP1/1P5P/P4K2/8 b - - 3 44,-0.8344155694676939
8/p4k2/1p1Pq1pp/2p1Q3/2P2PP1/1P2K2P/P7/8 w - - 2 46,0.8517518696186737
8/p2q1k2/1p1P2pp/2pQ4/2P1KPP1/1P5P/P7/8 b - - 5 47,-0.8667839288498187
8/p2q1k2/1p1P2pp/2p1Q3/2P1KPP1/1P5P/P7/8 w - - 8 49,0.8906373655681185
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.06988589031642899
rnbqkbnr/pppp1ppp/4p3/8/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,0.029991003238820143
rnb1kbnr/ppp2ppp/4pq2/3p4/4P3/3P2P1/PPP2P1P/RNBQKBNR w KQkq - 1 4,0.1925653985935757
rnb1k1nr/ppp2ppp/4pq2/2bp4/4P2P/1P1P2P1/P1P2P2/RNBQKBNR b KQkq - 0 5,1.0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.059928103529143496
rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,-0.07237324046358946
r1bqkbnr/ppp2ppp/2np4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 4,0.14888503362331798
r1bqkb1r/ppp2ppp/2np1n2/3Pp3/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 5,-0.16838104587081473
r1bqkb1r/ppp2ppp/3p1n2/3Pp1B1/4P3/2N2n2/PPP2PPP/R2QKB1R w KQkq - 0 7,0.10955847021442953
r1bqk2r/ppp1bppp/3p1n2/3Pp1B1/4P3/2NB1Q2/PPP2PPP/R3K2R b KQkq - 2 8,0.14399226586303726
r1bqk2r/ppp2pp1/3p1b1p/3Pp3/4P3/2NB1Q2/PPP2PPP/R3K2R w KQkq - 0 10,-0.01499887510124078
r1bq1rk1/ppp2pp1/3p1b1p/3Pp3/4P3/3B1Q2/PPP1NPPP/R4RK1 b - - 3 11,0.08231333630045613
r1q2rk1/pppb1pp1/3p1b1p/3Pp3/2P1P3/3B1Q2/PP2NPPP/R4RK1 w - - 1 13,-0.029991003238820143
r1q2rk1/ppp2pp1/3p1b1p/3Pp3/1PP1P1b1/3B2Q1/P3NPPP/R4RK1 b - - 2 14,0.10955847021442953
r1q2rk1/1pp2pp1/3p1b1p/p2Pp3/1PP1P3/6Q1/P3BPPP/R4RK1 w - - 0 16,0.01749821376048069
r1q2rk1/1p3pp1/2Pp1b1p/p2Pp3/2P1P3/6Q1/P3BPPP/R4RK1 b - - 0 17,-0.04247442993254818
r1q2rk1/5pp1/3p1b1p/p1pPp3/2P1P3/6Q1/P3BPPP/2R2RK1 w - - 0 19,0.11449570919711116
r1q2rk1/5pp1/3p1b1p/p1pP4/2P1PQ2/8/P3B1PP/2R2RK1 b - - 0 20,0.4522299625215583
r1q2rk1/5pp1/3p3p/p1pP4/2P1P3/6Q1/P3B1PP/2b2RK1 w - - 0 22,-0.6668227728490808
r4rk1/3q1pp1/3p3p/p1pP4/2P1P3/3B2Q1/P5PP/2R3K1 b - - 2 23,0.6936725684698276
5rk1/3q1pp1/3p3p/p1pP4/2P1P3/3B2Q1/Pr4PP/5RK1 w - - 5 25,-0.5405978980932038
5rk1/3q1pp1/7p/p1pPQ3/2P5/3B4/Pr4PP/5RK1 b - - 0 26,0.5849798828807288
5rk1/3q1p2/6pp/p1pP4/2P1Q3/3B4/r5PP/5RK1 w - - 0 28,-0.644012628427507
5r2/3q1pk1/2R3pp/p1pP4/2P1Q3/3B4/r5PP/6K1 b - - 3 29,0.7126263344823418
5r2/5pk1/2R3pp/p1pP1q2/2P1Q3/3B4/5KPP/r7 w - - 6 31,-0.44223035604572614
5r2/5pk1/7p/p1RP1p2/2P5/3B4/5KPP/r7 b - - 0 32,0.3341565541912505
5r2/5pk1/7p/2RP1B2/2P5/p7/5KPP/r7 w - - 0 34,-0.39270985964766825
5r2/5pk1/7p/R2P1B2/2P5/p5K1/r5PP/8 b - - 3 35,0.2752173052438501
6r1/5p2/5k1p/R2P4/2P5/p5KB/r5PP/8 w - - 6 37,-0.1805005038603668
6r1/5p2/5k1p/R2P4/2P5/p3K2B/5rPP/8 b - - 9 38,0.10708780630223659
4r3/5p2/5k1p/3P4/2P5/R3K2B/1r4PP/8 w - - 1 40,0.41157005567402244
4r3/5p2/7p/2KP2k1/2P5/R6B/1r4PP/8 b - - 4 41,-0.32076534615843216
3r4/5p2/7p/3P2k1/2PK4/R6B/1r4PP/8 w - - 7 43,0.5833329814597089
3r4/5p2/7p/3P2k1/2P5/R2K3B/2r3PP/8 b - - 10 44,-0.2331330090426386
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.07982976911113136
rnbqkbnr/pppp1ppp/4p3/8/3P4/3Q4/PPP1PPPP/RNB1KBNR b KQkq - 1 2,0.11202778108923989
rnbqkbnr/1pp2ppp/p3p3/3p4/3P4/3QP3/PPP2PPP/RNB1KBNR w KQkq - 0 4,-0.06988589031642899
rnbqkbnr/1p3ppp/p3p3/2Pp4/5P2/3QP3/PPP3PP/RNB1KBNR b KQkq - 0 5,0.307244661799008
r1bqk1nr/1p3ppp/p1n1p3/2bp4/5P2/3QPN2/PPP3PP/RNB1KB1R w KQkq - 2 7,-0.31176568241562735
r1b1k1nr/1p3ppp/pqn1p3/2bp4/1P3P2/P2QPN2/2P3PP/RNB1KB1R b KQkq - 0 8,0.06490861277463751
r1b1k1nr/1p3ppp/pq1bp3/3p4/1P1n1P2/P2QP3/2P3PP/RNB1KB1R w KQkq - 0 10,-0.22839928555379033
r1b1k1nr/1p3ppp/p2bp3/3p4/1P1P1P2/P7/2P3PP/RNB1KB1R b KQkq - 0 11,0.23785570960038066
r1b1k2r/1p3ppp/p2bp3/3p3n/1P1P1P2/P2B4/2P3PP/RNB1K2R w KQkq - 3 13,-0.11202778108923989
r1b2rk1/1p3ppp/p2bp3/3p3n/1P1P1P2/P5P1/2P1B2P/RNB1K2R b KQ - 2 14,0.12189090064943241
r1b2rk1/1p3ppp/p2bpn2/8/1PpP1P2/P5P1/4B2P/RNB1K2R w KQ - 0 16,-0.2705896986456141
r1b2rk1/5ppp/p2bpn2/1p6/1P1P1P2/P2B2P1/7P/RNB1K2R b KQ - 1 17,0.29588160416130044
r4rk1/1b3ppp/p2bp3/1p6/1P1PnP2/P2B2P1/7P/RNB1KR2 w Q - 4 19,-0.12435300177159621
r4rk1/5ppp/p2bp3/1p6/1P1PbP2/P5P1/3N3P/R1B1KR2 b Q - 1 20,0.5334821284570855
r4rk1/5ppp/p2bp3/1p6/1P1PbP2/P4RP1/3N3P/R1B1K3 w Q - 4 22,0.8298019099859595
r2r2k1/5ppp/p2Np3/1p6/1P1P1P2/P4RP1/7P/R1B1K3 b Q - 0 23,-0.8169241874133502
3r2k1/5ppp/p2rp3/1p6/1P1P1P2/P2R2P1/7P/R1B1K3 w Q - 2 25,0.8328904660394908
3r2k1/6pp/p2rpp2/1p6/1P1P1P2/P2R2P1/1B5P/2R1K3 b - - 1 26,-0.8374278407728539
3r2k1/6pp/p2r4/1p2p3/1P1P4/P2R2P1/1B5P/2R1K3 w - - 0 28,0.8366794890768107
3r2k1/6pp/p7/1p1Rp3/1P6/P5P1/1B5P/2R1K3 b - - 0 29,-0.886427638382423
6k1/6pp/p7/1p2p3/1P6/P5P1/1B5P/3rK3 w - - 0 31,0.8921777851440168
8/5kpp/p7/1p2B3/1P6/P5P1/7P/3K4 b - - 0 32,-0.884266089447278
8/7p/p3k1p1/1p2B3/1P6/P5P1/3K3P/8 w - - 2 34,0.8901193004193375
8/7p/p5p1/1p3k2/1P6/P1BK2P1/7P/8 b - - 5 35,-0.8218529445288736
8/7p/p5p1/1p6/1P1K4/P1B3Pk/7P/8 w - - 8 37,0.8674042972956072
8/7p/p5p1/1pK1B3/1P6/P5P1/7k/8 b - - 1 38,-0.886427638382423
8/7p/pK4p1/1p2B3/1P6/P4kP1/8/8 w - - 4 40,0.9078223459254406
1B6/7p/K5p1/1p6/1P2k3/P5P1/8/8 b - - 2 41,-0.9264167831884397
1B6/7p/6p1/1K6/1P6/P1k3P1/8/8 w - - 1 43,0.9460237850730043
1B6/7p/6p1/PK6/1P6/1k4P1/8/8 b - - 0 44,-0.9529093018793192
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.06739767086580163
rnbqkbnr/ppppp1pp/8/5p2/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,-0.12189090064943241
rnbqkb1r/ppppp2p/5np1/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.1780808681173302
rnbqk2r/ppppp1bp/5np1/5p2/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 2 5,-0.10708780630223659
rnbq1rk1/ppp1p1bp/3p1np1/5p2/2PP4/2NBPN2/PP3PPP/R1BQK2R w KQ - 2 7,0.06739767086580163
r1bq1rk1/pppnp1bp/3p1np1/5p2/2PP4/2NBPN2/PP2QPPP/R1B2RK1 b - - 5 8,0.09966799462495582
r1bq1rk1/ppp3bp/3p1np1/4np2/2P5/2NBPN2/PP2QPPP/R1B2RK1 w - - 0 10,0.01499887510124078
r1bq1rk1/ppp3bp/5np1/4pp2/2P1P3/2NB4/PP2QPPP/R1B2RK1 b - - 0 11,0.1732351578346601
r4rk1/ppp1q1bp/5np1/4pb2/2P5/2NB4/PP2QPPP/R1B2RK1 w - - 0 13,0.0897577847471601
r4rk1/ppp1q1bp/5n2/4pp2/2P2P2/2N5/PP2Q1PP/R1B2RK1 b - - 0 14,0.1268135725243873
r4rk1/ppp1q1bp/8/5p2/2P1pPn1/2N1B3/PP2Q1PP/R4RK1 w - - 2 16,-0.07237324046358946
r4rk1/ppp1q1bp/8/5p2/2P1pP2/2N1Q2P/PP4P1/R4RK1 b - - 0 17,0.20696649972945258
r4rk1/p3q1bp/1p6/2p2p2/2P1pP2/2N1Q2P/PP4P1/R2R2K1 w - - 0 19,-0.21651806149302882
3r1rk1/p3q1bp/1p6/2pR1p2/2P1pP2/2N1Q2P/PP4P1/3R2K1 b - - 3 20,0.3692030006468615
5rk1/p5bp/1p2q3/2pN1p2/2P1pP2/4Q2P/PP4P1/3R2K1 w - - 1 22,-0.02749306980470986
3r2k1/p5bp/1p2q3/2pN1p2/2P1pP2/1P2Q1PP/P7/3R2K1 b - - 0 23,0.34961054516462703
3r2k1/p5bp/4q3/2pN1p2/2p1pP2/1P2Q1PP/P5K1/3R4 w - - 0 25,0.2496129489368586
3r2k1/p6p/4q3/2pN1p2/2PbpP2/Q5PP/P5K1/3R4 b - - 2 26,0.4542164326822591
3r2k1/Q6p/4q3/2p2p2/2PbpP2/6PP/P5K1/3R4 w - - 1 28,-0.829021721130387
1r4k1/7p/4q3/2p2p2/2PbpP2/6PP/P5K1/4R3 b - - 1 29,1.0
6k1/7p/4q3/2p2p2/2Pb1P2/4p1PP/Pr6/4R2K w - - 0 31,-1.0
6k1/7p/8/2p2p2/2PbqPP1/4p2P/Pr6/4R1K1 b - - 2 32,1.0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.07982976911113136
rnbqkbnr/ppp1pppp/3p4/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,-0.11942729853438588
rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,0.13418580993090867
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 3 5,-0.10955847021442953
r1bq1rk1/ppp1ppbp/2np1np1/8/3PP3/2NB1N2/PPP2PPP/R1BQ1RK1 w - - 6 7,0.09966799462495582
r2q1rk1/ppp1ppbp/2np1np1/8/3PPBb1/2NB1N1P/PPP2PP1/R2Q1RK1 b - - 0 8,0.35399171247704597
r2q1rk1/ppp1ppbp/3p1np1/8/3nPB2/2NB1Q1P/PPP2PP1/R4RK1 w - - 0 10,-0.3363755443363322
r2q1rk1/ppp2pbp/3p1npB/4p3/3nP3/2NBQ2P/PPP2PP1/R4RK1 b - - 1 11,0.4198418366689064
r2q1rk1/1p3pbp/p2p1npB/2p1p3/3nP3/3BQ2P/PPP1NPP1/R4RK1 w - - 0 13,-0.28443418591487535
r2q1rk1/5pBp/p2p1np1/1pp1p3/3nP3/3BQ2P/PPP1NPP1/3R1RK1 b - - 0 14,0.3027097293321085
r2q1r2/5pkp/p2p1np1/1pp1p3/2P1P3/3BQ2P/PP2nPP1/3R1RK1 w - - 0 16,-0.2890231074125892
r2q1r2/5pkp/p2p1np1/2p1p3/1pP1PP2/4Q2P/PP2B1P1/3R1RK1 b - - 0 17,0.20696649972945258
r2q1r2/5pkp/p2p2p1/2p1pP2/1pP1Pn2/4Q2P/PP2B1P1/3R1RK1 w - - 1 19,0.13418580993090867
r2q1r2/5pkp/p2p2p1/2p1pP2/1pP1P3/6PP/PP2Q3/3R1RK1 b - - 0 20,-0.09966799462495582
r4r2/6kp/p2p1pp1/2p1pPq1/1pP1P3/6PP/PP2Q2K/3R1R2 w - - 0 22,0.29588160416130044
r4r2/6kp/p2p1ppq/2p1pP2/1pP1P2P/6PK/PP2Q3/3R1R2 b - - 2 23,-0.02249620389370967
3r1r2/6kp/p2p1p1q/2p1pPp1/1pP1P1PP/7K/PP2Q3/3R1R2 w - - 0 25,0.06988589031642899
3r1r1k/7p/p2p1p1q/2pRpPpP/1pP1P1P1/7K/PP2Q3/5R2 b - - 2 26,-0.1732351578346601
3r1r1k/4q2p/p2p1p2/2pRpPpP/1pP1P1P1/7K/PP2Q3/3R4 w - - 5 28,0.3027097293321085
3r1r1k/1q5p/p2p1p2/2pRpPpP/1pP1P1P1/3Q3K/PP6/3R4 b - - 8 29,-0.2331330090426386
3r1r1k/7p/q2p1p2/p1pRpPpP/1pP1P1P1/1Q5K/PP6/3R4 w - - 2 31,0.18291795686556014
3r1r1k/7p/q2p1p2/2pRpPpP/ppP1P1P1/P2Q3K/1P6/3R4 b - - 1 32,-0.07485969068749909
3r3k/5r1p/q2p1p2/2pRpPpP/p1P1P1P1/P2Q3K/8/3R4 w - - 1 34,0.09966799462495582
7k/5r1p/q2Q1p2/2p1pPpP/p1P1P1P1/P6K/8/3R4 b - - 0 35,-0.13173000579096333
1Q6/5rkp/5p2/2p1pPpP/p1q1P1P1/P6K/8/3R4 w - - 2 37,-0.5042582228791403
1Q1R4/5rkp/5p2/2p1pPpP/p3P1P1/P1q5/6K1/8 b - - 5 38,0.4074084759995413
1Q1R4/5rkp/5p2/2p1pPpP/p3P1P1/P1q2K2/8/8 w - - 8 40,-0.2705896986456141
1Q1R4/5rkp/5p2/2p1pPpP/p3P1P1/P3K3/2q5/8 b - - 11 41,0.21174733686352115
1Q1R4/5rkp/5p2/2p1pPpP/p3P1P1/P7/2q1K3/8 w - - 14 43,-0.2705896986456141
1Q1R4/5rkp/5p2/2p1pPpP/p3P1P1/P1q5/4K3/8 b - - 17 44,0.2821348126696341
1Q1R4/5rkp/5p2/2p1pPpP/p3P1P1/P3K3/8/2q5 w - - 20 46,-0.2775263502976838
1Q1R4/5rkp/5p2/4pPpP/p1p1P1P1/P7/4K3/2q5 b - - 1 47,0.39059333869513074
1Q1R4/5rkp/5p2/4pPpP/p1p1P1P1/P1q1K3/8/8 w - - 4 49,-0.388472680216061
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.05743671390287926
rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,0.19015694773226804
rnbqkb1r/pppppppp/8/8/3P4/2n5/PPP2PPP/R1BQKBNR w KQkq - 0 4,-0.23549574953849794
rnbqkb1r/ppp1pppp/8/3p4/3P4/2P2N2/P1P2PPP/R1BQKB1R b KQkq - 1 5,0.20696649972945258
rnbqk2r/ppp1ppbp/6p1/3p4/3P4/2PB1N2/P1P2PPP/R1BQK2R w KQkq - 2 7,-0.23076751278236432
rnbq1rk1/ppp1ppbp/6p1/3p4/3P4/2PB1N2/P1P2PPP/R1BQR1K1 b - - 5 8,0.31176568241562735
r2q1rk1/pppnppbp/6p1/3p4/3P1Bb1/2PB1N2/P1P2PPP/R2QR1K1 w - - 8 10,-0.17080913825893015
r2q1rk1/pppnppbp/6p1/3p4/3P1B2/2PB1Q1P/P1P2PP1/R3R1K1 b - - 0 11,0.1635187536836725
r2qr1k1/ppp1ppbp/1n4p1/3p4/3P1B2/2PB1Q1P/P1P2PP1/1R2R1K1 w - - 3 13,0.07237324046358946
r2qr1k1/pp2ppbp/1np3p1/3p4/3P1B2/2PB1Q1P/P1P2PP1/1R2R1K1 b - - 1 14,0.221278467898444
r3r1k1/pp1q1pbp/1np1p1p1/3p4/3P1B2/2PB1Q1P/P1P1RPP1/1R4K1 w - - 0 16,-0.2705896986456141
r3r1k1/pp1q1pbp/2p1p1p1/3p4/2BP1B2/2P2Q1P/P1P1RPP1/4R1K1 b - - 0 17,0.17565907696502286
r3r1k1/pp3pbp/2p1p1p1/3qB3/2pP4/2P2Q1P/P1P1RPP1/4R1K1 w - - 2 19,-0.09471523628617855
r3r1k1/p4pBp/2p1p1p1/1p1q4/2pP4/2P3QP/P1P1RPP1/4R1K1 b - - 0 20,0.14888503362331798
r3r3/p4pk1/2p1p1p1/1p1q3p/2pP3P/2P3Q1/P1P1RPP1/4R1K1 w - - 0 22,-0.1366399669564962
r3r3/5pk1/2p1p1p1/pp1qR2p/2pP1P1P/2P3Q1/P1P3P1/4R1K1 b - - 1 23,-0.08231333630045613
r3r3/5pk1/2p1pqp1/pp5R/2pP1P1P/2P3Q1/P1P3P1/4R1K1 w - - 1 25,0.1780808681173302
r6r/5pk1/2p1pqp1/pp4RP/2pP1P2/2P3Q1/P1P3P1/4R1K1 b - - 0 26,-0.22602835227867096
r7/5pk1/2p1pqr1/pp4R1/2pP1P2/2P3Q1/P1P3P1/4R1K1 w - - 0 28,0.22839928555379033
r7/5pk1/2p1p1q1/pp6/2pP1P2/2P2Q2/P1P3P1/4R1K1 b - - 1 29,0.09719221716626866
2r5/5pk1/2p1p3/pp2R3/2pP1P2/2P2Q2/P1q3P1/6K1 w - - 0 31,0.12435300177159621
2r2k2/5p2/2p1p3/pp4RQ/2pP1P2/2P5/P1q3P1/6K1 b - - 3 32,0.5528662746667965
2r5/4kp2/2p1p3/pp4RQ/2pPqP2/2P5/P5PK/8 w - - 6 34,-0.4300842114019795
2r5/4kpR1/2p1p3/pp5Q/2pP1q2/2P3P1/P6K/8 b - - 0 35,0.7788733737673915
7r/4kpR1/2p1pq2/pp5Q/2pP4/2P3PK/P7/8 w - - 3 37,0.0
7Q/4kpR1/2p1p3/pp3q2/2pP4/2P3P1/P5K1/8 b - - 2 38,0.0
7Q/4kpR1/2p1p3/pp3q2/2pP4/2P3PK/P7/8 w - - 5 40,0.0
7Q/4kpR1/2p1p3/pp6/2pPq3/2P3PK/P7/8 b - - 8 41,0.9375612924997138
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0.05494460868918742
rnbqkb1r/pppppppp/5n2/8/5P2/3P4/PPP1P1PP/RNBQKBNR b KQkq - 0 2,0.10955847021442953
rn1qkb1r/pbpppppp/1p3n2/8/5P2/3P1N2/PPP1P1PP/RNBQKB1R w KQkq - 2 4,0.07485969068749909
rn1qkb1r/pbpp1ppp/1p2pn2/8/4PP2/2NP1N2/PPP3PP/R1BQKB1R b KQkq - 1 5,-0.02249620389370967
rn1qkb1r/pbpn1ppp/1p2p3/3pP3/5P2/2NP1N2/PPP3PP/R1BQKB1R w KQkq - 1 7,0.10708780630223659
rn1qkb1r/pb1n1ppp/1p2p3/2ppP3/3P1P2/2NB1N2/PPP3PP/R1BQK2R b KQkq - 1 8,-0.10461581914865054
r2qkb1r/pb1n1ppp/1pn1p3/3pP3/3p1P2/2NBBN2/PPP3PP/R2QK2R w KQkq - 0 10,0.11202778108923989
2rqkb1r/pb1n1ppp/1pN1p3/3pP3/5P2/2NBB3/PPP3PP/R2QK2R b KQk - 0 11,-0.12927258360605834
2rqkb1r/p4ppp/1pb1p3/2npP3/5P2/2NBB3/PPP3PP/R2Q1RK1 w k - 2 13,0.18774620586828542
2rqkb1r/p4ppp/1pb1p3/3pP3/3B1P2/2NQ4/PPP3PP/R4RK1 b k - 0 14,-0.03997868031116357
2r1kb1r/p4ppp/1pb1p3/3pP3/3B1P2/2NQ2Pq/PPP4P/R4RK1 w k - 1 16,0.2519557155332075
